title,track,mode,region,level,deadline,description,format,eligibility,howToApply,tags,applyUrl,officialUrl
"Concordia Model United Nations (ConMUN)","MUN","In-Person","Canada","High School","TBA (see official site)","ConMUN is a recognizable Montreal conference that offers a strong mix of committee formats and delegate experience levels. It’s often valued for being well-organized while still delivering real debate and negotiation intensity. If you want a Canadian conference outside the Toronto corridor, ConMUN is a strong choice.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates; typically school delegations.","1. Visit the ConMUN official site. 2. Go to registration. 3. Register your delegation and submit requested information. 4. Pay required fees. 5. Await assignments and background guides.","mun|debate|diplomacy|montreal|canada","https://conmun.org/","https://conmun.org/"
"Marianopolis Model United Nations (MariMUN)","MUN","In-Person","Canada","High School","TBA (see official site)","MariMUN is a well-known Montreal-area MUN with a strong culture of delegate development and committee quality. It’s often a great fit if you want a conference that feels serious but still supportive, especially for delegates leveling up their skills. The conference tends to reward preparation, collaboration, and clear speech.","Opening -> Committee Sessions -> Drafting -> Voting -> Closing","High school delegates (typically Grades 9-12); school delegations.","1. Open the MariMUN official site. 2. Check conference year registration information. 3. Register your delegation. 4. Pay fees. 5. Confirm assignments and review study guides.","mun|debate|diplomacy|training|canada","https://marimun.org/","https://marimun.org/"
"Yale Model United Nations Singapore (YMUNS) 2026","MUN","In-Person","Singapore","High School","31 Jan 2026 (per YMUNS deadlines, check site)","YMUNS is one of the most globally recognized MUN conferences in Asia, backed by Yale’s MUN ecosystem and a highly international delegate pool. It’s prestigious because it attracts experienced delegations from many countries, and the committee standards are consistently high. If you want an Asia-based conference with international credibility, YMUNS is a top-tier pick.","Opening Ceremony -> Committee Sessions -> Moderated/Unmoderated Caucus -> Resolutions/Directives -> Voting -> Closing Ceremony","High school delegates; school delegations; eligibility details vary by registration category.","1. Go to the YMUNS website. 2. Open registration and choose delegation type. 3. Submit delegation details and preferences. 4. Pay fees per invoice or portal instructions. 5. Await assignments and download committee materials.","mun|asia|prestige|international|debate","https://ymuns.org/","https://ymuns.org/"
"Singapore Model United Nations (SMUN)","MUN","In-Person","Singapore","High School","TBA (see official site)","SMUN is one of the most established conferences in the Asia-Pacific region, with a reputation built over many years of consistent academic rigour. It’s a strong option if you want a serious conference in Singapore that still feels international, especially with delegations coming from across the region. The conference is known for structured debate, clear procedure, and a strong delegate experience.","Opening Ceremony -> Committee Sessions -> Caucus & Negotiation -> Drafting -> Voting -> Closing Ceremony","Typically high school and university delegates depending on the year’s structure (check conference registration page).","1. Visit the SMUN official site. 2. Find the current year conference page. 3. Register as a delegation or individual (if offered). 4. Pay fees. 5. Confirm assignments and prepare using background guides.","mun|singapore|asia-pacific|debate|diplomacy","https://www.singaporemun.org/","https://www.singaporemun.org/"
"WFUNA International Model UN (WIMUN) Singapore 2026","MUN","In-Person","Singapore","High School","TBA (see registration page)","WIMUN Singapore is known for giving delegates a more “real UN” feel, because WFUNA is closely connected to the UN ecosystem and focuses heavily on authentic procedure and consensus-building. It’s prestigious because it attracts international participants and emphasizes practical diplomacy skills, not just speeches. If you want a conference that feels professional and globally connected, WIMUN is a strong choice.","Training/Orientation -> Committee Sessions -> Negotiation & Consensus -> Draft Outcome Documents -> Adoption -> Closing","Students, typically high school and above; age requirements depend on the specific WIMUN edition (check registration).","1. Open the WIMUN Singapore registration page. 2. Choose individual or group registration (if available). 3. Complete the form and submit required details. 4. Pay fees as instructed. 5. Await confirmation and assignment details.","mun|wfuna|international|diplomacy|consensus","https://wfuna.org/program/wimun-singapore-2026-registration/","https://wfuna.org/program/wimun/"
"Concordia International School Shanghai MUN (CISSMUN XV)","MUN","In-Person","China","High School","TBA (see official site)","CISSMUN is a THIMUN-affiliated conference with a strong reputation in the China and wider Asia MUN circuit. It’s compelling because the THIMUN-linked ecosystem tends to enforce clear standards for procedure, research, and debate quality. If you want a January 2026 Asia conference with credible branding and structured committees, CISSMUN is a strong option.","Opening -> Committee Sessions -> Caucus -> Draft Resolutions -> Voting -> Closing","High school delegates; school delegations.","1. Visit the CISSMUN website. 2. Open the registration section. 3. Register your school delegation and submit details. 4. Pay fees (if applicable). 5. Await assignments and committee topic guides.","mun|thimun-affiliated|asia|debate|china","https://www.cissmun.org/","https://www.cissmun.org/"
"Shanghai American School Pudong MUN (SHASMUN)","MUN","In-Person","China","High School","TBA (see official site)","SHASMUN is a well-known international-school conference that attracts strong delegations and runs committees that reward preparation and clarity. It’s interesting because it combines a competitive delegate pool with an international environment, which often makes debate sharper and faster. If you want a China-based conference with recognizable branding and consistent organization, SHASMUN is worth considering.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates; typically school delegations.","1. Go to the SHASMUN website. 2. Find delegate or school registration. 3. Submit delegation details and required forms. 4. Pay fees if required. 5. Confirm assignments and prepare position papers if requested.","mun|international-school|debate|asia|diplomacy","https://www.shasmun.org/","https://www.shasmun.org/"
"HSINMUN (Hsinchu International Bilingual School MUN)","MUN","In-Person","Taiwan","High School","TBA (see official site)","HSINMUN is THIMUN-affiliated and is known for a structured, standards-driven MUN experience. It’s a strong pick if you want a conference that emphasizes procedure, research quality, and serious committee outcomes. The THIMUN connection also tends to make it attractive to experienced delegates looking for consistency.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates; typically school delegations.","1. Visit the HSINMUN official site. 2. Check the conference year page. 3. Register your delegation via the posted process. 4. Complete payment if required. 5. Await assignments and download prep documents.","mun|thimun-affiliated|taiwan|debate|procedure","https://www.hsinmunibsh.org/","https://www.hsinmunibsh.org/"
"Dubai International Academy MUN (DIAMUN) 2026","MUN","In-Person","UAE","High School","Registrations Open (see site)","DIAMUN is a major Middle East conference that attracts a large, international delegate pool and is known for polished execution. It’s prestigious in-region because it blends strong delegate talent with committees that take preparation seriously. If you want a February 2026 conference with international-school energy and big-conference feel, DIAMUN is a standout.","Opening Ceremony -> Committee Sessions -> Caucus -> Draft Resolutions/Directives -> Voting -> Closing Ceremony","High school delegates; typically school delegations; exact ages/grades per registration.","1. Open the DIAMUN website. 2. Go to registration. 3. Register your school delegation or delegates as instructed. 4. Follow payment and portal steps. 5. Await assignments and prep materials.","mun|middle-east|international|debate|high-school","https://www.diamun.org/","https://www.diamun.org/"
"SISCMUN 2026 (Singapore International School Cambodia MUN)","MUN","In-Person","Cambodia","High School","TBA (see official site)","SISCMUN is a strong Southeast Asia option that is increasingly visible on the regional circuit. It’s interesting because it offers an international-style conference environment while remaining accessible for delegates traveling within Asia. If you want a late-February 2026 conference with a clear regional identity, SISCMUN is a solid pick.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates; school delegations and, in some cases, individual registrations (check official link).","1. Open the SISCMUN conference page. 2. Follow the official registration link. 3. Submit delegate or delegation details. 4. Pay fees per instructions. 5. Await confirmation and assignments.","mun|southeast-asia|debate|diplomacy|conference","https://mymun.com/conferences/siscmun-2026","https://mymun.com/conferences/siscmun-2026"
"Beijing International Model United Nations (BEIMUN)","MUN","In-Person","China","High School","TBA (see official site)","BEIMUN is a long-running and well-known conference in Asia, with a reputation for serious committee work and strong delegate participation. It’s often seen as a flagship event because it draws a wide mix of experienced and newer delegates across the region. If you want a recognizable Asia conference brand, BEIMUN is a strong choice.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates; typically school delegations.","1. Visit the BEIMUN website. 2. Find the upcoming conference registration page. 3. Register your delegation. 4. Complete payment steps if required. 5. Confirm assignments and prepare using study guides.","mun|asia|beijing|debate|prestige","https://www.bimun.hu/","https://www.bimun.hu/"
"Asia World Model United Nations XIII (Seoul)","MUN","Hybrid","South Korea","High School","Rolling until capacity (see registration page)","Asia World MUN is a large international MUN program that runs major conference editions with broad global participation. It’s compelling because it often combines a structured training component with a big, international conference environment in a well-known host city. If you want a clearly announced April 2026 option with a large international delegate base, this is a practical choice.","Registration -> Prep Materials/Training -> Committee Sessions -> Draft Outcomes -> Voting/Adoption -> Closing","Typically high school and above; eligibility rules vary by edition (check registration page).","1. Open the event page. 2. Click register now. 3. Complete participant details and submit. 4. Pay fees per portal instructions. 5. Follow onboarding emails for assignments and prep steps.","mun|international|training|seoul|global","https://modelunitednation.org/","https://modelunitednation.org/"
"IDA Model United Nations (IDAMUN) 2026","MUN","In-Person","Turkey","High School","TBA (see official site)","IDAMUN is positioned as a high-visibility international conference in Turkey, with strong emphasis on delegate experience and committee quality. It’s interesting because it leverages a historically significant setting and aims for a polished, international standard. If you want a February 2026 conference outside the usual Western circuit, IDAMUN is worth adding.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates; school delegations and possibly individuals (check official registration).","1. Visit the IDAMUN website. 2. Locate the registration section. 3. Register as a delegate or delegation. 4. Complete payment steps if required. 5. Await confirmation and assignments.","mun|turkey|international|debate|conference","https://idamun.com/","https://idamun.com/"
"MSMUN Online 2026","MUN","Online","Global","High School","TBA (see registration page)","MSMUN Online is an accessible option for delegates who want an international conference experience without travel barriers. It’s interesting because online MUN can still be highly competitive when committees are run well, and it makes participation much easier across time zones. If you want a globally registrable conference format, MSMUN is a practical addition.","Online Opening -> Virtual Committee Sessions -> Drafting in Shared Docs -> Voting/Adoption -> Closing","High school delegates; global participation (check conference-specific eligibility).","1. Open the registration page. 2. Choose your role (delegate, chair, press, etc.). 3. Submit the required form. 4. Pay any fees if applicable. 5. Await confirmation and virtual logistics.","mun|online|global|debate|accessible","https://msmun.online/contact.html","https://msmun.online/"
"THIMUN The Hague Conference 2026","MUN","In-Person","Netherlands","High School","TBA (see official site)","THIMUN The Hague is one of the most famous MUN conferences in the world and is widely treated as a gold-standard benchmark for procedure and committee culture. It’s prestigious because it draws a truly international delegate pool and sits at the center of the THIMUN ecosystem. If you want a globally recognized conference brand, THIMUN The Hague is as top-tier as it gets.","Opening Ceremony -> Committee Sessions -> Caucus -> Resolution Drafting -> Voting -> Closing Ceremony","High school delegates; often school delegations; some THIMUN events have specific age ranges (check registration).","1. Visit the THIMUN The Hague site. 2. Review the upcoming conference page. 3. Follow registration instructions for schools or participants. 4. Submit required forms and pay fees. 5. Confirm assignments and follow prep guidelines.","mun|thimun|prestige|international|procedure","https://thehague.thimun.org/","https://thehague.thimun.org/"
"THIMUN Qatar 2026","MUN","In-Person","Qatar","High School","Schools Only (see registration page)","THIMUN Qatar is a major Middle East THIMUN-branded conference with strong international-school participation and a standards-driven approach. It’s prestigious regionally because THIMUN affiliation signals consistent procedure, strong committee direction, and serious delegate expectations. If you want a clearly scheduled April 2026 conference with a globally recognized label, it’s a strong option.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates, typically ages 15-18; usually schools only (per registration rules).","1. Open the THIMUN Qatar registration page. 2. Register via the school process if required. 3. Submit delegation details and requested forms. 4. Pay fees. 5. Await assignments and handbook materials.","mun|middle-east|thimun|international|debate","https://qatar.thimun.org/conference/register/","https://qatar.thimun.org/"
"THIMUN Online Conference","MUN","Online","Global","High School","TBA (see official site)","THIMUN Online provides a THIMUN-standard experience for delegates who cannot travel, while still focusing heavily on procedure and structured debate. It’s interesting because it allows international participation without the cost barrier, and THIMUN’s brand tends to keep quality consistent across editions. If you want a globally accessible conference with a high-trust name, this is a strong pick.","Online Opening -> Virtual Committee Sessions -> Drafting -> Voting/Adoption -> Closing","High school delegates; participation rules vary by edition (check official conference info).","1. Visit the THIMUN Online Conference page. 2. Check eligibility and registration method. 3. Register via the provided portal or school process. 4. Pay fees if required. 5. Follow onboarding instructions and tech requirements.","mun|online|thimun|global|procedure","https://thehague.thimun.org/thimun-online-conference/","https://thehague.thimun.org/"
"Budapest International Model United Nations (BIMUN) 2026","MUN","In-Person","Hungary","High School","Registration Open (see site)","BIMUN is a well-known European high school MUN with a strong international delegate base and a long-running conference tradition. It’s prestigious because it consistently attracts delegates from many countries and maintains clear committee standards. If you want a mid-April 2026 Europe conference with visible international reach, BIMUN is a strong option.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates; participation rules and fees per registration.","1. Open the BIMUN site. 2. Go to registration and follow the steps listed. 3. Register as a delegation or individual if offered. 4. Complete payment. 5. Await confirmation and assignments.","mun|europe|budapest|international|high-school","https://www.bimun.hu/","https://www.bimun.hu/"
"International Model United Nations of Alkmaar (IMUNA) 2026","MUN","In-Person","Netherlands","High School","20 Feb 2026 (Form I deadline, per IMUNA FAQ)","IMUNA is a THIMUN-affiliated conference with a long tradition and a strong reputation for structured procedure and serious committee outcomes. It’s prestigious because THIMUN affiliation usually signals consistent standards and international participation. If you want a clearly dated June 2026 European conference with real credibility, IMUNA is a great pick.","Opening -> Committee Sessions -> Caucus -> Resolution Drafting -> Voting -> Closing","High school delegates; individual and delegation registration paths exist (check participation rules).","1. Visit IMUNA’s participate page. 2. Read the handbook and registration instructions. 3. Submit required forms (delegation and/or individual). 4. Pay fees as instructed. 5. Await confirmation and committee assignments.","mun|thimun-affiliated|netherlands|debate|procedure","https://www.imuna.nl/","https://www.imuna.nl/"
"Hanseatic Model United Nations (HamMUN) 2026","MUN","In-Person","Germany","High School","TBA (see official site)","HamMUN is one of the longest-running MUN traditions in its region and is known for hosting a large delegate base. It’s interesting because it combines strong committee culture with a conference scale that forces real negotiation and coalition-building. If you want a clearly announced 2026 return with an established brand, HamMUN is a solid choice.","Opening -> Committee Sessions -> Crisis Updates (if applicable) -> Drafting -> Voting -> Closing","High school delegates; registration rules per conference year.","1. Visit the HamMUN official site. 2. Check the 2026 conference page for dates and registration. 3. Register as a delegation or delegate if allowed. 4. Pay fees. 5. Prepare using study guides and procedural rules.","mun|germany|hamburg|international|debate","https://hanseatic-mun.de/hammun/","https://hanseatic-mun.de/hammun/"
"Model United Nations of Hamburg (MUNoH) 2026","MUN","In-Person","Germany","High School","TBA (see official site)","MUNoH is a well-established German high school MUN that attracts international participation and emphasizes serious debate culture. It’s compelling because it is student-driven and has a clear, repeatable conference identity year to year. If you want a confirmed September 2026 high school conference in Europe, MUNoH is a strong, credible pick.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates; international participation depending on registration.","1. Open the MUNoH website. 2. Check the 2026 conference information. 3. Register via the posted registration path. 4. Pay fees when prompted. 5. Await assignments and download conference documents.","mun|germany|high-school|debate|europe","https://munoh.de/","https://munoh.de/"
"Model United Nations of Lübeck (MUNOL)","MUN","In-Person","Germany","High School","TBA (see official site)","MUNOL is one of the most iconic student-led high school MUN conferences in Germany, with a strong international identity. It’s prestigious because it has a long tradition and draws participants from multiple European countries, often with strong committee standards and a real “conference culture.” If you want a European conference that feels authentic and student-built, MUNOL is a great choice.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates; international delegations depending on registration rules.","1. Visit MUNOL’s official site. 2. Go to registration and application. 3. Register your school delegation or individual role if offered. 4. Submit required documents (position papers if required). 5. Pay fees and await assignments.","mun|germany|student-led|europe|debate","https://munol.org/","https://munol.org/"
"Model United Nations of Munich (MunoM)","MUN","In-Person","Germany","High School","TBA (see official site)","MunoM is a well-known German MUN with a large delegate base and a reputation for energetic committees. It’s compelling because it usually hosts hundreds of participants and offers a broad committee spread, which makes it easier to match delegate level to committee difficulty. If you want a strong central-Europe conference option with established branding, MunoM is a solid pick.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates; registration details per conference year.","1. Open the MunoM official site. 2. Check the next conference section for dates and registration. 3. Register your delegation or role as instructed. 4. Pay fees. 5. Await assignments and prepare using posted materials.","mun|germany|munich|large-conference|debate","https://munom.eu/","https://munom.eu/"
"John Lennon Gymnasium MUN (jlgMUN) 2026","MUN","In-Person","Germany","High School","Register now (see official page)","jlgMUN is a growing Berlin-based high school MUN that is explicitly scheduled for late June 2026 and open to outside schools. It’s interesting because it positions itself around a clear theme and invites international participation, which can create a diverse debate environment. If you want a confirmed June 2026 European option, jlgMUN is a practical pick.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates; outside schools are invited to register (per official page).","1. Visit the jlgMUN official site. 2. Open the registration link for outside schools. 3. Submit delegation details and participant counts. 4. Follow any payment steps if required. 5. Await confirmation and assignments.","mun|germany|berlin|high-school|europe","https://www.jlgmun.de/","https://www.jlgmun.de/"
"WFUNA International Model UN (WIMUN) Program Page","MUN","Hybrid","Global","High School","TBA (see WFUNA pages)","WFUNA’s WIMUN program is one of the most globally recognized “real UN experience” conference ecosystems, with editions in multiple major cities. It’s prestigious because it is anchored by WFUNA’s UN-adjacent credibility and emphasizes consensus-building, professional procedure, and policy realism. If you want a globally respected umbrella conference brand to track multiple editions, WIMUN is a strong entry.","Orientation/Training -> Committee Sessions -> Negotiation & Consensus -> Outcome Documents -> Adoption -> Closing","Eligibility varies by city/edition; often high school and above, with specific age cutoffs (check the edition you choose).","1. Open the WFUNA WIMUN program page. 2. Select your city/edition (e.g., Singapore, Geneva, New York). 3. Use the edition’s registration page to apply. 4. Pay fees as instructed. 5. Follow onboarding emails for assignments and logistics.","mun|wfuna|international|multi-city|diplomacy","https://wfuna.org/program/wimun/","https://wfuna.org/program/wimun/"
"Change the World Model United Nations (CWMUN)","MUN","Hybrid","Global","High School","Rolling until capacity (see registration)","CWMUN is a large international conference brand that runs multiple city editions and accepts individual registrations, making it accessible beyond the school-delegation model. It’s interesting because it blends conference participation with structured onboarding and support through its network, which can help newer delegates get in. If you want a globally scalable list of MUN opportunities with multiple destinations, CWMUN is a useful inclusion.","Application/Selection (edition-dependent) -> Prep/Training -> Committee Sessions -> Drafting -> Voting -> Closing","Typically 16+ for certain editions; eligibility depends on the specific conference city and rules (check registration page).","1. Open the CWMUN registration page. 2. Choose individual or group registration. 3. Complete the form fully. 4. Submit payment per instructions. 5. Await confirmation and conference onboarding.","mun|international|multi-city|application|debate","https://www.cwmun.org/individual-registration/","https://www.cwmun.org/"
"Yale Model United Nations (YMUN)","MUN","In-Person","USA","High School","TBA (see official site)","YMUN is one of the most recognized MUN conference brands globally and attracts a highly international, high-performing delegate pool. It’s prestigious because it is widely associated with strong chairing, structured committees, and a serious academic atmosphere. If you want an instantly recognizable conference name on any MUN list, YMUN is a top-tier entry.","Opening -> Committee Sessions -> Caucus -> Drafting -> Voting -> Closing","High school delegates; usually school delegations.","1. Visit the YMUN official site. 2. Find the upcoming conference page. 3. Register your delegation via the posted process. 4. Pay fees when invoiced or through the portal. 5. Await assignments and prepare using background guides.","mun|usa|prestige|international|debate","https://ymun.org/","https://ymun.org/"
"Harvard Model United Nations (HMUN)","MUN","In-Person","USA","High School","TBA (see official site)","HMUN is among the most prestigious high school MUN conferences in the world and is often treated as a top benchmark event. It’s compelling because of its scale, international participation, and the strong academic and logistical standards that come with a long-running legacy. If you want a flagship conference that signals maximum prestige, HMUN is a cornerstone pick.","Opening Ceremony -> Committee Sessions -> Crisis/Updates (committee-dependent) -> Drafting -> Voting -> Closing Ceremony","High school delegates; school delegations; specific eligibility rules per year.","1. Open the HMUN website. 2. Go to registration for the upcoming edition. 3. Register your delegation and submit required details. 4. Pay fees as instructed. 5. Confirm assignments and prepare position papers if required.","mun|harvard|prestige|international|high-school","https://www.harvardmun.org/","https://www.harvardmun.org/"
"Ivy League Model United Nations Conference (ILMUNC XLII) 2026","MUN","In-Person","USA","High School","Registration status varies (see registration info)","ILMUNC is a premier high school MUN hosted by students at the University of Pennsylvania, and it consistently draws an international delegate pool. It’s prestigious because it combines big-conference scale with a strong committee design culture, including high-quality crisis and advanced simulations. If you want a January 2026 conference with clear dates and a globally recognized name, ILMUNC is a top pick.","Check-in/Workshops -> Opening Ceremonies -> Committee Sessions (multiple blocks) -> Crisis Updates (where applicable) -> Drafting -> Voting -> Closing","High school delegates; school delegations; fees and rules per registration info.","1. Visit ILMUNC’s website. 2. Review registration info and timelines. 3. Register your school delegation (or join waitlist if full). 4. Pay fees during the accepted window. 5. Await assignments and follow conference schedule guidance.","mun|upenn|prestige|crisis|philadelphia","https://www.ilmunc.com/","https://www.ilmunc.com/"
"North American Invitational Model United Nations (NAIMUN) LXIII","MUN","In-Person","USA","High School","TBA (see registration page)","NAIMUN is one of the oldest and most respected high school MUN conferences in the world, hosted in Washington, D.C. It’s prestigious because it attracts high-performing delegations and maintains a reputation for rigorous committees and serious procedure. If you want a February 2026 flagship conference with strong brand recognition, NAIMUN is a core pick.","Opening -> Committee Sessions -> Caucus -> Draft Resolutions/Directives -> Voting -> Closing","High school students ages 13-19 at time of conference (per NAIMUN registration info).","1. Open the NAIMUN registration page. 2. Register your delegation and submit preferences. 3. Receive invoice and complete payment. 4. Confirm assignments. 5. Prepare using the NAIMUN toolbox and background guides.","mun|washington-dc|prestige|high-school|debate","https://naimun.modelun.org/register","https://naimun.modelun.org/"
